HELI_IDENT	SEQ_NBR	LENGTH	WIDTH	SURFACE	AC_TYPE	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	LGT_SYS_1	LGT_SYS_2	LGT_SYS_3	HIGH_IDENT	HIGH_HDG	HE_WGS_LAT	HE_WGS_DLAT	HE_WGS_LONG	HE_WGS_DLONG	HE_ELEV	HE_SLOPE	HLGT_SYS_1	HLGT_SYS_2	HLGT_SYS_3	LOW_IDENT	LOW_HDG	LE_WGS_LAT	LE_WGS_DLAT	LE_WGS_LONG	LE_WGS_DLONG	LE_ELEV	LE_SLOPE	LLGT_SYS_1	LLGT_SYS_2	LLGT_SYS_3	HIGH_TRUE	LOW_TRUE	CLD_RWY	PAD_ID	CYCLE_DATE
US00620	53	01000	00075	ASP									H4						U	U							31.358817		-85.755600									H4	200603
US00620	54	01600	00075	ASP									H5						U	U							31.358817		-85.755600									H5	200603
US00645	1	05074	00150	ASP																				11	106.0		31.358817		-85.755600	U	U				298.0	118.0			199911
US00645	3	01500	00050	ASP																				12	120.0		31.358817		-85.755600	U	U				288.0	108.0			199911
US00645	2	03654	00150	ASP																				17	167.0		31.358817		-85.755600	U	U				359.0	179.0	C		199713
US00646	50	00098	00098	ASP			37.423611		-77.455556							37.423611		-77.455556	U	U							37.423611		-77.455556										200305
US00879	50	00080	00080	ASP			42.937828		-87.900364				HP1			42.937828		-87.900364	723.0	U							42.937828		-87.900364									HP1	200113
US00952	1	01000	00078	PSP		N38215106	38.364183	W119310631	-119.518419							38.364183		-119.518419						05	50.0		38.364183		-119.518419	U	U				245.0	65.0			200205
US00952	50	00100	00078	PSP			38.350000		-119.516667	6	53		H1			38.350000		-119.516667	U	U							38.350000		-119.516667									H1	200208
US00964	50	00063	00063	ASP			38.253250		-119.230700	55			H1			38.253250		-119.230700	U	U							38.253250		-119.230700									H1	200208
US01093	50	00200	00200	ASP	UH1		37.713611		-121.901400				H1			37.713611		-121.901400	361.0	U							37.713611		-121.901400									H1	200205
US01099	50	00100	00100	ASP	UH1		37.879094		-122.513586	55			H1			37.879094		-122.513586	2.0	U							37.879094		-122.513586									H1	200209
US01167	1	02760	00075	ASP		N35484200	35.811667	W120443098	-120.741939							35.811667		-120.741939			01	02	06	14	141.0		35.811667		-120.741939	630.0	-0.2	01	02	06	335.0	155.0			200610
US01198	1	00508	00127	ASP		N35193300	35.325833	W120442900	-120.741389							35.325833		-120.741389						09	98.0		35.325833		-120.741389	U	U				292.0	112.0			200205
US01542	50	00100	00100	ASP			38.833333		-77.000000				H1			38.833333		-77.000000	20.0	U							38.833333		-77.000000									H1	200503
US01675	50	00040	00020	CON			42.331667		-85.296667				1			42.331667		-85.296667	883.0	U							42.331667		-85.296667									1	200205
US02814	1	00100	00100	CON	CH47		42.183197		-90.255554				36			42.183197		-90.255554	650.0	U							42.183197		-90.255554									36	199807
US03190	50	01600	00075	ASP									H1						U	U							42.183197		-90.255554									H1	200603
US03190	51	01600	00075	ASP									H2						U	U							42.183197		-90.255554									H2	200603
US03190	52	01600	00075	ASP									H3						U	U							42.183197		-90.255554									H3	200603
US03190	53	01600	00075	ASP									H4						U	U							42.183197		-90.255554									H4	200603
US03248	1	00570	00050	CON		N35593417	35.992825	W121141057	-121.236269							35.992825		-121.236269			06			14	141.0		35.992825		-121.236269	1011.0	0.5	06			336.0	156.0			200401
US03665	1	00060	00060	CON			39.765836		-86.148889	5	42	45	H1			39.765836		-86.148889	U	U							39.765836		-86.148889									H1	200304
US04222	50	01600	00075	ASP									H1						U	U							39.765836		-86.148889									H1	200603
US04222	51	01600	00075	ASP									H2						U	U							39.765836		-86.148889									H2	200603
US04222	52	01600	00075	ASP									H3						U	U							39.765836		-86.148889									H3	200603
US04222	53	01600	00075	ASP									H4						U	U							39.765836		-86.148889									H4	200603
US04297	50	00110	00105	BIT															U	U							39.765836		-86.148889										200605
US05034	50	01600	00050	ASP									A						U	U							39.765836		-86.148889									A	200603
US05034	51	01600	00100	ASP									B						U	U							39.765836		-86.148889									B	200603
US05034	52	01600	00050	ASP									C						U	U							39.765836		-86.148889									C	200603
US05034	53	01600	00050	ASP									D						U	U							39.765836		-86.148889									D	200603
US05034	54	01600	00100	ASP									E						U	U							39.765836		-86.148889									E	200603
US05034	55	01600	00100	ASP									F						U	U							39.765836		-86.148889									F	200603
US05047	50	01600	00075	ASP									H1						U	U							39.765836		-86.148889									H1	200603
US05047	51	01600	00075	ASP									H2						U	U							39.765836		-86.148889									H2	200603
US05047	52	01600	00075	ASP									H3						U	U							39.765836		-86.148889									H3	200603
US05047	53	01600	00075	ASP									H4						U	U							39.765836		-86.148889									H4	200603
US05047	54	01600	00075	ASP									H5						U	U							39.765836		-86.148889									H5	200603
US05087	50	00500	00100	ASP									H1						U	U							39.765836		-86.148889									H1	200603
US05087	51	00500	00100	ASP									H2						U	U							39.765836		-86.148889									H2	200603
US05087	52	00700	00100	ASP									H3						U	U							39.765836		-86.148889									H3	200603
US05087	53	00650	00100	ASP									H4						U	U							39.765836		-86.148889									H4	200603
US05619	50	00100	00100	ASP			33.626389		-85.967222				H1			33.626389		-85.967222	U	U							33.626389		-85.967222									H1	200604
US05665	50	01600	00075	ASP									H1						U	U							33.626389		-85.967222									H1	200603
US05665	51	01600	00075	ASP									H2						U	U							33.626389		-85.967222									H2	200603
US05665	52	01600	00075	ASP									H3						U	U							33.626389		-85.967222									H3	200603
US05665	53	01600	00075	ASP									H4						U	U							33.626389		-85.967222									H4	200603
US05665	54	01600	00075	ASP									H5						U	U							33.626389		-85.967222									H5	200603
US05665	55	01600	00075	ASP									H6						U	U							33.626389		-85.967222									H6	200603
US05966	50	02000	00075	ASP									H1						U	U							33.626389		-85.967222									H1	200603
US05966	51	02000	00075	ASP									H2						U	U							33.626389		-85.967222									H2	200603
US05966	52	02000	00075	ASP									H3						U	U							33.626389		-85.967222									H3	200603
US05966	53	02000	00075	ASP									H4						U	U							33.626389		-85.967222									H4	200603
US05966	54	01000	00075	GRS									H5						U	U							33.626389		-85.967222									H5	200603
US05966	55	00200	00075	GRS									H6						U	U							33.626389		-85.967222									H6	200603
US05995	50	01000	00075	ASP									H1						U	U							33.626389		-85.967222									H1	200603
US05995	51	01000	00075	ASP									H2						U	U							33.626389		-85.967222									H2	200603
US05995	52	01000	00075	ASP									H3						U	U							33.626389		-85.967222									H3	200603
US05995	53	01000	00075	ASP									H4						U	U							33.626389		-85.967222									H4	200603
US05996	50	01300	00050	ASP									H1						U	U							33.626389		-85.967222									H1	200603
US05996	51	01300	00050	ASP									H2						U	U							33.626389		-85.967222									H2	200603
US05996	52	01350	00050	ASP									H3						U	U							33.626389		-85.967222									H3	200603
US05996	53	01250	00075	ASP									H4						U	U							33.626389		-85.967222									H4	200603
US05999	50	00499	00175	GRS															U	U							33.626389		-85.967222										200208
US06016	50	01600	00075	ASP									H1						U	U							33.626389		-85.967222									H1	200603
US06016	51	01600	00075	ASP									H2						U	U							33.626389		-85.967222									H2	200603
US06016	52	01600	00075	ASP									H3						U	U							33.626389		-85.967222									H3	200603
US06017	50	02000	00050	ASP									H1						U	U							33.626389		-85.967222									H1	200603
US06017	51	02000	00100	ASP									H2						U	U							33.626389		-85.967222									H2	200603
US06017	52	02000	00100	ASP									H3						U	U							33.626389		-85.967222									H3	200603
US06017	53	02000	00050	ASP									H4						U	U							33.626389		-85.967222									H4	200603
US06031	50	01600	00075	ASP									H1						U	U							33.626389		-85.967222									H1	200603
US06031	51	01600	00075	ASP									H2						U	U							33.626389		-85.967222									H2	200603
US06031	52	01600	00075	ASP									H3						U	U							33.626389		-85.967222									H3	200603
US06031	53	01600	00075	ASP									H4						U	U							33.626389		-85.967222									H4	200603
US06031	54	01600	00075	ASP									H5						U	U							33.626389		-85.967222									H5	200603
US06031	55	01600	00075	ASP									H6						U	U							33.626389		-85.967222									H6	200603
US06031	56	01600	00075	GRS									H7						U	U							33.626389		-85.967222									H7	200603
US06046	50	01600	00075	ASP									H1						U	U							33.626389		-85.967222									H1	200603
US06046	51	01600	00075	ASP									H2						U	U							33.626389		-85.967222									H2	200603
US06046	52	01600	00075	ASP									H3						U	U							33.626389		-85.967222									H3	200603
US06046	53	01600	00075	ASP									H4						U	U							33.626389		-85.967222									H4	200603
US06046	54	01600	00075	ASP									H5						U	U							33.626389		-85.967222									H5	200603
US06063	50	01600	00075	ASP									H1						U	U							33.626389		-85.967222									H1	200603
US06063	51	01600	00075	ASP									H2						U	U							33.626389		-85.967222									H2	200603
US06063	52	01600	00075	ASP									H3						U	U							33.626389		-85.967222									H3	200603
US06063	53	01600	00075	ASP									H4						U	U							33.626389		-85.967222									H4	200603
US06063	54	01600	00075	ASP									H5						U	U							33.626389		-85.967222									H5	200603
US06063	55	01600	00075	ASP									H6						U	U							33.626389		-85.967222									H6	200603
US06063	56	01600	00075	GRS									H7						U	U							33.626389		-85.967222									H7	200603
US06164	50	00450	00075	ASP			32.733833		-96.972250	5			H1			32.733833		-96.972250	491.0	U							32.733833		-96.972250									H1	200313
US06315	1	00100	00100	ASP			40.295667		-74.083194				29			40.295667		-74.083194	50.0	U							40.295667		-74.083194									29	200205
US06316	50	00260	00080	GRE	UH60		40.316939		-74.037781				H1			40.316939		-74.037781	U	U							40.316939		-74.037781									H1	200205
US06333	1	00490	00075	CON			40.957875		-74.528214	55			24			40.957875		-74.528214	U	U							40.957875		-74.528214									24	200209
US06439	51	00024	00024	ASP			40.811928		-82.512106				H2			40.811928		-82.512106	U	U							40.811928		-82.512106									H2	200205
US06453	50	00050	00050	CON			34.731192		-92.238958				H1			34.731192		-92.238958	U	U							34.731192		-92.238958									H1	200007
US06470	50	00050	00050	ASP			37.494167		-77.307778							37.494167		-77.307778	U	U							37.494167		-77.307778										200205
US06473	50	00060	00060	ASP									H1						U	U							37.494167		-77.307778									H1	200401
US06475	50	00450	00040	CON			38.716942		-77.179842				14			38.716942		-77.179842	39.9	U							38.716942		-77.179842									14 32	200003
US06742	50	00070	00070	CON															U	U							38.716942		-77.179842										199911
US06742	4	07000	00300	ASP		N40365202	40.614450	W073542299	-73.906386							40.614450		-73.906386						01	16.0		40.614450		-73.906386	U	0.0				183.0	3.0	C		199709
US06742	2	05300	00300	ASP		N40365473	40.615203	W073540679	-73.901886							40.615203		-73.901886						06	62.0		40.615203		-73.901886	U	0.0				229.0	49.0	C		199709
US06742	1	01000	00200	ASP	CH47	N40360038	40.600106	W073535853	-73.899592							40.600106		-73.899592						12	125.0		40.600106		-73.899592	U	0.0				292.0	112.0			199807
US06742	3	03700	00200	ASP		N40360408	40.601133	W073541055	-73.902931							40.601133		-73.902931						12C	125.0		40.601133		-73.902931	U	0.0				292.0	112.0	C		199807
US06878	50	00150	00150	ASP			46.605833		-111.980667							46.605833		-111.980667	U	U							46.605833		-111.980667										200312
US06885	50	00100	00100	CON									H						U	U							46.605833		-111.980667									H	200307
US07149	50	00056	00056	CON			33.884131		-84.306231							33.884131		-84.306231	U	U							33.884131		-84.306231										200509
US07155	50	00052	00052	ASP															U	U							33.884131		-84.306231										200602
US07162	50	00100	00100	ASP															U	U							33.884131		-84.306231										200005
US08330	50	00100	00100	ASP															U	U							33.884131		-84.306231										200206
US08825	50	00100	00100	ASP			40.388403		-80.158114							40.388403		-80.158114	1265.0	U							40.388403		-80.158114										200205
US09008	50	00100	00100	CON			36.865000		-76.314167							36.865000		-76.314167	7.0	U							36.865000		-76.314167										200401
US09362	1	04450	00109	CON		N36342145	36.572625	W087283210	-87.475583							36.572625		-87.475583			05			04	46.0		36.572625		-87.475583	581.0	0.0	05			224.0	44.0			200504
US10092	51			ASP															U	U							36.572625		-87.475583										200208
US10092	50	00100	00100	CON	UH60		29.396900		-98.623631	1	55		H1			29.396900		-98.623631	762.0	U							29.396900		-98.623631									H1	200401
US10724	1	00100	00100	CON			38.874056		-77.057500	55			27			38.874056		-77.057500	30.0	U							38.874056		-77.057500									27	200410
US10760	1	00035	00035	CON			37.016667		-76.300003	53			36			37.016667		-76.300003	6.0	U							37.016667		-76.300003									36	200212
US11670	50	00062	00062	CON			40.700000		-74.016667							40.700000		-74.016667	U	U							40.700000		-74.016667										200205
US11683	1	00304	00100	ASP			40.742500		-73.971947				H1			40.742500		-73.971947	U	U							40.742500		-73.971947									H1	200205
US11683	2	00044	00044	ASP									H2						U	U							40.742500		-73.971947									H2	200604
US11683	3	00044	00044	ASP									H3						U	U							40.742500		-73.971947									H3	200604
US11683	4	00044	00044	ASP									H4						U	U							40.742500		-73.971947									H4	200604
US11683	5	00044	00044	ASP									HT						U	U							40.742500		-73.971947									HT	200604
US11684	1	00050	00050	ASP			42.650003		-73.949447				36			42.650003		-73.949447	U	U							42.650003		-73.949447									36	200208
US11723	50	00050	00050	CON			39.200278		-106.833333	54	55					39.200278		-106.833333	U	U							39.200278		-106.833333										200510
US11729	50	00100	00100	CON			47.106389		-122.550000	55			H1			47.106389		-122.550000	U	U							47.106389		-122.550000									H1	200311
US11730	50	00035	00035	CON			47.606764		-122.333739				H1			47.606764		-122.333739	U	U							47.606764		-122.333739									H1	200105
US11731	50	00100	00100	ASP	UH60		29.466900		-98.416961				H1			29.466900		-98.416961	666.0	U							29.466900		-98.416961									H1	200308
US11733	50	00040	00040	CON			48.062500		-98.928889				H1			48.062500		-98.928889	U	U							48.062500		-98.928889									H1	200208
US11734	51	00499	00150	CON			44.074283		-103.271211				H2			44.074283		-103.271211	U	U							44.074283		-103.271211									H2	200205
US11735	50	00080	00080	CON			46.833331		-100.716700							46.833331		-100.716700	1768.0	U							46.833331		-100.716700										200303
US11741	50	00025	00025	CON			41.821211		-71.405050				H1			41.821211		-71.405050	U	U							41.821211		-71.405050									H1	200205
US11751	2			U															U	U							41.821211		-71.405050										200605
US11751	1	00030	00030	CON	UH1		41.133340		-104.866700				34			41.133340		-104.866700	6160.0	U							41.133340		-104.866700									34	200605
US11752	1	00040	00040	CON			37.250833		-77.333611				36			37.250833		-77.333611	U	U							37.250833		-77.333611									36	200212
US11755	1	00500	00050	ASP		N31205836	31.349544	W085390481	-85.651336							31.349544		-85.651336			06			17	173.0		31.349544		-85.651336	U	U	06			350.0	170.0			200603
US11756	1	00120	00078	ASP			42.290001		-71.377220				25			42.290001		-71.377220	U	U							42.290001		-71.377220									25	199808
US11757	1	01800	00050	ASP	UH1	N31185349	31.314858	W085395392	-85.664978							31.314858		-85.664978			07			14	141.0		31.314858		-85.664978	U	U	07			319.0	139.0			200109
US11760	2	06500	00065	GRS																				04	36.6		31.314858		-85.664978	U	U				220.1	40.1	C		200007
US11760	1	05400	00065	GRS																				18	182.4		31.314858		-85.664978	U	U				5.9	185.9	C		200511
US11760	50	00400	00400	GRS			37.816667		-94.300003				H			37.816667		-94.300003	U	U							37.816667		-94.300003									H	200511
US11770	50	00499	00200	CON			29.641892		-98.578075				H1			29.641892		-98.578075	U	U							29.641892		-98.578075									H1	200308
US11775	50	00050	00050	ASP	UH60		35.800000		-120.750000				H1			35.800000		-120.750000	U	U							35.800000		-120.750000									H1	200205
US11779	50	00100	00100	ASP	UH60		32.700000		-117.150000				H1			32.700000		-117.150000	U	U							32.700000		-117.150000									H1	200205
US11781	1	00050	00050	ASP			32.833333		-118.383331	55			36			32.833333		-118.383331	980.0	U							32.833333		-118.383331									36	200208
US11783	1	03000	00065	ASP		N33005400	33.015000	W114161398	-114.270550							33.015000		-114.270550						04	35.0		33.015000		-114.270550	U	0.0				228.0	48.0			200304
US11784	51	00080	00080	CON			30.308333		-97.755167				H1			30.308333		-97.755167	U	U							30.308333		-97.755167									H1	200410
US11785	51	00100	00100	CON	UH60		32.517219		-111.332800				H1			32.517219		-111.332800	U	U							32.517219		-111.332800									H1	200205
US11785	50	00100	00100	CON	UH60		32.517500		-111.333300	6			H2			32.517500		-111.333300	U	U							32.517500		-111.333300									H2	200209
US11785	52	00100	00100	CON	UH60		32.517781		-111.333600				H3			32.517781		-111.333600	U	U							32.517781		-111.333600									H3	200205
US11787	50	00090	00090	CON	AH64		33.473061		-111.726700	55			H1			33.473061		-111.726700	U	U							33.473061		-111.726700									H1	200209
US11787	51	00090	00090	CON	AH64					55			H2						U	U							33.473061		-111.726700									H2	200209
US11787	52	00090	00090	CON	AH64								H3						U	U							33.473061		-111.726700									H3	200209
US11787	53	00090	00090	CON	AH64								H4						U	U							33.473061		-111.726700									H4	200209
US11787	54	00090	00090	CON	AH64								H5						U	U							33.473061		-111.726700									H5	200209
US11787	55	00120	00120	CON	AH64					55			H6						U	U							33.473061		-111.726700									H6	200209
US11790	50	00100	00100	ASP	UH60		31.383330		-92.400000				H1			31.383330		-92.400000	125.0	U							31.383330		-92.400000									H1	200205
US11801	50	00246	00246	ASP	UH60		45.803330		-108.566700							45.803330		-108.566700	U	U							45.803330		-108.566700										199805
US11817	1	00100	00100	CON	UH60		37.266667		-76.566667	6						37.266667		-76.566667	33.0	U							37.266667		-76.566667										200212
US11819	1	00100	00100	CON			37.216667		-76.583333	9	54	55	27			37.216667		-76.583333	U	U							37.216667		-76.583333									27	200209
US11821	50	00070	00070	ASP	UH60		36.916781		-75.999761							36.916781		-75.999761	U	U							36.916781		-75.999761										200210
US11822	1	00060	00060	ASP			36.925147		-76.304383	54	55		27			36.925147		-76.304383	U	U							36.925147		-76.304383									27	200602
US11823	1	00050	00050	ASP			39.008164		-77.055533	1	55		H1			39.008164		-77.055533	U	U							39.008164		-77.055533									H1	200401
US11825	1	00050	00050	ASP			38.966667		-77.016667				H1			38.966667		-77.016667	305.0	U							38.966667		-77.016667									H1	200313
US11829	50	00150		GRS	UH1		30.541667		-87.366667				H1			30.541667		-87.366667	U	U							30.541667		-87.366667									H1	200506
US11836	51	00100	00100	CON			30.164444		-85.743611							30.164444		-85.743611	U	U							30.164444		-85.743611										200602
US11839	3	01140	00150	ASP	CH46	N36570600	36.951667	W076180001	-76.300003							36.951667		-76.300003						01	10.0		36.951667		-76.300003	U	U				180.0	360.0	C		200205
US11839	2	01135	00180	ASP	CH46	N36565300	36.948056	W076175199	-76.297775							36.948056		-76.297775			07			09R	100.0		36.948056		-76.297775	U	0.0	07			270.0	90.0			200205
US11839	1	01600	00150	ASP	CH46	N36570500	36.951389	W076173801	-76.293892							36.951389		-76.293892			07			09L	100.0		36.951389		-76.293892	U	U	07			270.0	90.0			200305
US11841	1	01500	00100	ASP	UH1	N41150390	41.251083	W073054641	-73.096225							41.251083		-73.096225			07			03	34.7		41.251083		-73.096225	U	U	07			200.6	20.6			200205
US11841	2	01300	00100	ASP	UH1	N41145790	41.249417	W073053990	-73.094417							41.249417		-73.094417						10	99.6		41.249417		-73.094417	U	U				265.5	85.5			200205
US11842	1	00050	00050	CON			41.503334		-71.325836	54			36			41.503334		-71.325836	U	U							41.503334		-71.325836									36	200208
US11849	50	00040	00040	CON			33.420417		-82.139564							33.420417		-82.139564	458.0	U							33.420417		-82.139564										200509
US11850	50	00100	00100	CON			32.383478		-84.933264				H1			32.383478		-84.933264	405.0	U							32.383478		-84.933264									H1	200602
US11852	50	00040	00040	ASP			34.033486		-80.899811							34.033486		-80.899811	225.0	U							34.033486		-80.899811										199803
US11854	50	00174	00174	ASP			32.350000		-80.666667				H1			32.350000		-80.666667	18.0	U							32.350000		-80.666667									H1	199804
US11859	50	00100	00100	ASP			40.200089		-77.166369							40.200089		-77.166369	475.0	U							40.200089		-77.166369										200207
US11860	50	00100		ASP			39.859281		-75.319633				H1			39.859281		-75.319633	11.0	U							39.859281		-75.319633									H1	199805
US11860	51	00100		ASP			39.859281		-75.319633				H2			39.859281		-75.319633	11.0	U							39.859281		-75.319633									H2	199805
US11862	1	00050	00050	CON			39.784819		-77.256653				36			39.784819		-77.256653	U	U							39.784819		-77.256653									36	200103
US11864	50			CON			34.626389		-84.106389							34.626389		-84.106389	1748.0	U							34.626389		-84.106389										200205
US11865	50			CON			31.866667		-81.600000							31.866667		-81.600000	83.0	U							31.866667		-81.600000										200205
US11879	50	00100	00100	ASP			39.992500		-77.645278							39.992500		-77.645278	774.0	U							39.992500		-77.645278										200205
US11881	50	00150	00150	CON			39.000000		-77.083333	55						39.000000		-77.083333	U	U							39.000000		-77.083333										200401
US11882	50	00100	00100	CON			39.436389		-77.420831	55						39.436389		-77.420831	U	U							39.436389		-77.420831										200210
US11895	1	01500	00075	CON		N32392299	32.656386	W111283000	-111.475000							32.656386		-111.475000			06			17	168.0		32.656386		-111.475000	U	0.0	06			360.0	180.0			200205
US58766	1	03500	00080	ASP		N33281899	33.471942	W111572898	-111.958050							33.471942		-111.958050						08	78.0		33.471942		-111.958050	1240.0	0.3				270.0	90.0	C		200401
US58766	51	00036	00036	ASP									B						U	U							33.471942		-111.958050									B	200401
US58766	52	00036	00036	ASP						1			C						U	U							33.471942		-111.958050									C	200401
